,Unnamed: 0.1,Unnamed: 0,name,return_type,signature,params,summary,source_code,extent,file_path,sum_tokenize
52,52,52,Moving_Average,void,"void Moving_Average(float[] moavarray, int len, int * fil_cnt, float in, float * out)","[{'name': 'moavarray', 'type': 'float[]'}, {'name': 'len', 'type': 'int'}, {'name': 'fil_cnt', 'type': 'int *'}, {'name': 'in', 'type': 'float'}, {'name': 'out', 'type': 'float *'}]",计算滑动平均数，更新数组和计数器，返回调整后的平均值。,"void Moving_Average(float moavarray[],u16 len ,u16 *fil_cnt,float in,float *out)
{
	u16 width_num;
	float last;

	width_num = len ;
	
	if( ++*fil_cnt >= width_num )	
	{
		*fil_cnt = 0; //now
	}
	
	last = moavarray[ *fil_cnt ];
	
	moavarray[ *fil_cnt ] = in;
	
	*out += ( in - ( last  ) )/(float)( width_num ) ;
	//*out += 0.00001f *(in - *out);
	*out += 0.00001f *LIMIT((in - *out),-1,1);  //数据精度误差修正
	
}","{'begin': {'line': 223, 'column': 2}, 'end': {'line': 243, 'column': 2}}",Algorithm_xzhadd\DY_Filter.c,"['计算', '滑动', '平均', '均数', '平均数', '，', '更新', '数组', '和', '计数', '计数器', '，', '返回', '调整', '后', '的', '平均', '均值', '平均值', '。']"
53,53,53,LPF_1,void,"void LPF_1(float hz, float time, float in, float * out)","[{'name': 'hz', 'type': 'float'}, {'name': 'time', 'type': 'float'}, {'name': 'in', 'type': 'float'}, {'name': 'out', 'type': 'float *'}]",对输入信号进行低通滤波处理，输出滤波后的信号。,"void LPF_1(float hz,float time,float in,float *out)  
{
	*out += ( 1 / ( 1 + 1 / ( hz *6.28f *time ) ) ) *( in - *out );

}","{'begin': {'line': 245, 'column': 1}, 'end': {'line': 249, 'column': 2}}",Algorithm_xzhadd\DY_Filter.c,"['对', '输入', '信号', '进行', '低', '滤波', '通滤波', '处理', '，', '输出', '滤波', '后', '的', '信号', '。']"
54,54,54,LPF_1_db,void,"void LPF_1_db(float hz, float time, double in, double * out)","[{'name': 'hz', 'type': 'float'}, {'name': 'time', 'type': 'float'}, {'name': 'in', 'type': 'double'}, {'name': 'out', 'type': 'double *'}]",LPF_1_db函数对输入信号进行低通滤波处理，输出滤波后的信号。,"void LPF_1_db(float hz,float time,double in,double *out)
{
	*out += ( 1 / ( 1 + 1 / ( hz *6.28f *time ) ) ) *( in - *out );

}","{'begin': {'line': 251, 'column': 1}, 'end': {'line': 255, 'column': 2}}",Algorithm_xzhadd\DY_Filter.c,"['LPF', '_', '1', '_', 'db', '函数', '对', '输入', '信号', '进行', '低', '滤波', '通滤波', '处理', '，', '输出', '滤波', '后', '的', '信号', '。']"
55,55,55,step_filter,void,"void step_filter(float step, float in, float * out)","[{'name': 'step', 'type': 'float'}, {'name': 'in', 'type': 'float'}, {'name': 'out', 'type': 'float *'}]",根据输入值in与输出值out的差值与step的关系，调整输出值out的值。,"void step_filter(float step,float in,float *out) 
{
	if(in - *out > step)
	{
		*out += step;
	}
	else if(in - *out < -step)
	{
		*out -= step;
	}
	else
	{
		*out = in;
	}

}","{'begin': {'line': 257, 'column': 1}, 'end': {'line': 272, 'column': 2}}",Algorithm_xzhadd\DY_Filter.c,"['根据', '输入', '值', 'in', '与', '输出', '值', 'out', '的', '差值', '与', 'step', '的', '关系', '，', '调整', '输出', '值', 'out', '的', '值', '。']"
56,56,56,my_hpf_limited,float,"float my_hpf_limited(float T, float hz, float x, float zoom, float * zoom_adj)","[{'name': 'T', 'type': 'float'}, {'name': 'hz', 'type': 'float'}, {'name': 'x', 'type': 'float'}, {'name': 'zoom', 'type': 'float'}, {'name': 'zoom_adj', 'type': 'float *'}]","{
""name"": ""my_hpf_limited"",
""summary"": ""计算并限制高频脉冲宽度""
}","float my_hpf_limited(float T,float hz,float x,float zoom,float *zoom_adj)
{

	
	*zoom_adj += ( 1 / ( 1 + 1 / ( hz *6.28f *T ) ) ) *(x - *zoom_adj);
	*zoom_adj = LIMIT(*zoom_adj,-zoom,zoom);
	return (x - *zoom_adj);

}","{'begin': {'line': 274, 'column': 1}, 'end': {'line': 282, 'column': 2}}",Algorithm_xzhadd\DY_Filter.c,"['{', '\n', '""', 'name', '""', ':', ' ', '""', 'my', '_', 'hpf', '_', 'limited', '""', ',', '\n', '""', 'summary', '""', ':', ' ', '""', '计算', '并', '限制', '高频', '脉冲', '宽度', '""', '\n', '}']"
57,57,57,simple_3d_trans,void,"void simple_3d_trans(float ref, float in, float out)","[{'name': 'ref', 'type': 'float'}, {'name': 'in', 'type': 'float'}, {'name': 'out', 'type': 'float'}]",简单3D转换函数，用于在水平面附近有限范围内转换坐标。,"void simple_3d_trans(float ref[VEC_XYZ], float in[VEC_XYZ], float out[VEC_XYZ]) //该函数只有在水平面附近一个有限的范围内正确。
{
	static s8 pn;
	static float h_tmp_x,h_tmp_y;
	
	h_tmp_x = my_sqrt(my_pow(ref[Z]) + my_pow(ref[Y]));
	h_tmp_y = my_sqrt(my_pow(ref[Z]) + my_pow(ref[X]));
	
	pn = ref[Z] < 0? -1 : 1;
	
	  out[X] = ( h_tmp_x *in[X] - pn *ref[X] *in[Z] ) ;
		out[Y] = ( pn *h_tmp_y *in[Y] - ref[Y] *in[Z] ) ;
	
// 	 out[X] = h_tmp_x *in[X] - ref[X] *in[Z];
// 	 out[Y] = ref[Z] *in[Y] - ref[Y] *in[Z];
	
	out[Z] = ref[X] *in[X] + ref[Y] *in[Y] + ref[Z] *in[Z] ;

}","{'begin': {'line': 284, 'column': 1}, 'end': {'line': 302, 'column': 2}}",Algorithm_xzhadd\DY_Filter.c,"['简单', '3D', '转换', '函数', '，', '用于', '在', '水平', '平面', '水平面', '附近', '有限', '范围', '转换', '内转换', '坐标', '。']"
58,58,58,vec_3dh_transition,void,"void vec_3dh_transition(float ref, float in, float out)","[{'name': 'ref', 'type': 'float'}, {'name': 'in', 'type': 'float'}, {'name': 'out', 'type': 'float'}]",vec_3dh_transition函数用于将一个三维向量从一种状态过渡到另一种状态。,"void vec_3dh_transition(float ref[VEC_XYZ], float in[VEC_XYZ], float out[VEC_XYZ])
{
	simple_3d_trans(ref,in,out); //
}","{'begin': {'line': 304, 'column': 1}, 'end': {'line': 307, 'column': 2}}",Algorithm_xzhadd\DY_Filter.c,"['vec', '_', '3dh', '_', 'transition', '函数', '用于', '将', '一个', '三维', '一个三维', '向量', '从', '一种', '状态', '过渡', '到', '另', '一种', '状态', '。']"
59,59,59,vec_3dh_transition_matrix,void,"void vec_3dh_transition_matrix(float ref, float wh_matrix)","[{'name': 'ref', 'type': 'float'}, {'name': 'wh_matrix', 'type': 'float'}]",根据输入的参考向量和平移矩阵，计算3D空间中的过渡矩阵。,"void vec_3dh_transition_matrix(float ref[VEC_XYZ],float wh_matrix[VEC_XYZ][VEC_XYZ])
{

}","{'begin': {'line': 309, 'column': 1}, 'end': {'line': 312, 'column': 2}}",Algorithm_xzhadd\DY_Filter.c,"['根据', '输入', '的', '参考', '向量', '和', '平移', '矩阵', '，', '计算', '3D', '空间', '中', '的', '过渡', '矩阵', '。']"
60,60,60,dlon_180,int,int dlon_180(int x),"[{'name': 'x', 'type': 'int'}]",将输入的整数x转换到-180°到180°之间,"s32 dlon_180(s32 x) //10^-7
{
	return (x>1800000000?(x-3600000000):(x<-1800000000?(x+3600000000):x));

}","{'begin': {'line': 5, 'column': 1}, 'end': {'line': 9, 'column': 2}}",Algorithm_xzhadd\DY_Imu.c,"['将', '输入', '的', '整数', 'x', '转换', '到', '-', '180', '°', '到', '180', '°', '之间']"
61,61,61,dlon_180,int,int dlon_180(int x),"[{'name': 'x', 'type': 'int'}]","{""name"": ""dlon_180"", ""summary"": ""将输入的整数x转换为-180°到180°之间的值""}","s32 dlon_180(s32 x) //10^-7
{
	return (x>1800000000?(x-3600000000):(x<-1800000000?(x+3600000000):x));

}","{'begin': {'line': 5, 'column': 1}, 'end': {'line': 9, 'column': 2}}",Algorithm_xzhadd\DY_MotionCal.c,"['{', '""', 'name', '""', ':', ' ', '""', 'dlon', '_', '180', '""', ',', ' ', '""', 'summary', '""', ':', ' ', '""', '将', '输入', '的', '整数', 'x', '转换', '为', '-', '180', '°', '到', '180', '°', '之间', '的', '值', '""', '}']"
62,62,62,dlon_180,int,int dlon_180(int x),"[{'name': 'x', 'type': 'int'}]",将输入的整数x在-1800000000到1800000000之间转换为0到3600000000之间的角度值,"s32 dlon_180(s32 x) //10^-7
{
	return (x>1800000000?(x-3600000000):(x<-1800000000?(x+3600000000):x));

}","{'begin': {'line': 5, 'column': 1}, 'end': {'line': 9, 'column': 2}}",Algorithm_xzhadd\DY_Navigate.c,"['将', '输入', '的', '整数', 'x', '在', '-', '1800000000', '到', '1800000000', '之间', '转换', '为', '0', '到', '3600000000', '之间', '的', '角度', '值']"
63,63,63,ADC0_Init,void,void ADC0_Init(),[],初始化ADC0，配置系统控制寄存器，设置时钟和序列，启用中断。,"void ADC0_Init(void)
{
  MAP_SysCtlPeripheralEnable(SYSCTL_PERIPH_ADC0);
  while(!MAP_SysCtlPeripheralReady(SYSCTL_PERIPH_ADC0))
  {
  }
  MAP_SysCtlPeripheralEnable(SYSCTL_PERIPH_GPIOD);
  while(!MAP_SysCtlPeripheralReady(SYSCTL_PERIPH_GPIOD))
  {
  }
  
  MAP_GPIOPinTypeADC(GPIO_PORTD_BASE, GPIO_PIN_7);
  
  ADCClockConfigSet(ADC0_BASE, ADC_CLOCK_SRC_PLL | ADC_CLOCK_RATE_HALF, 30);    //480MHz/30=16MHz
  MAP_ADCSequenceConfigure(ADC0_BASE, 3, ADC_TRIGGER_ALWAYS, 0);
  MAP_ADCSequenceStepConfigure(ADC0_BASE, 3, 0, ADC_CTL_CH4 | ADC_CTL_IE | ADC_CTL_END);
  MAP_ADCSequenceEnable(ADC0_BASE, 3);
  
  MAP_ADCIntClear(ADC0_BASE, 3);
  MAP_ADCIntEnableEx(ADC0_BASE, ADC_INT_SS3);
  MAP_IntEnable(INT_ADC0SS3);
}","{'begin': {'line': 5, 'column': 1}, 'end': {'line': 26, 'column': 2}}",Application\Src\DY_Scheduler.c,"['初始', '初始化', 'ADC0', '，', '配置', '系统', '控制', '系统控制', '寄存', '寄存器', '，', '设置', '时钟', '和', '序列', '，', '启用', '中断', '。']"
64,64,64,ADC0SS3_IRQHandler,void,void ADC0SS3_IRQHandler(),[],清除ADC0SS3中断标志并获取序列数据,"void ADC0SS3_IRQHandler(void)
{
  MAP_ADCIntClearEx(ADC0_BASE, ADC_INT_SS3);
  MAP_ADCSequenceDataGet(ADC0_BASE, 3, adc0_value);
}","{'begin': {'line': 28, 'column': 1}, 'end': {'line': 32, 'column': 2}}",Application\Src\DY_Scheduler.c,"['清除', 'ADC0SS3', '中断', '标志', '并', '获取', '序列', '数据']"
65,65,65,Drv_Icm20602CSPin_Init,void,void Drv_Icm20602CSPin_Init(),[],初始化ICM20602的CS引脚，开启相关时钟，并配置为输出模式，最后将PN2输出设置为1。,"void Drv_Icm20602CSPin_Init(void)
{
    MAP_SysCtlPeripheralEnable(ICM20602_CS_SYSCTL);          // 开启传感器CS引脚对应时钟 CS:PN2
    while(!(MAP_SysCtlPeripheralReady(ICM20602_CS_SYSCTL)))
    {
    }
    
    GPIOPinTypeGPIOOutput(ICM20602_CS_GPIO, ICM20602_CS_PIN);// 设置PN2模式为输出
    
    GPIOPinWrite(ICM20602_CS_GPIO, ICM20602_CS_PIN, ICM20602_CS_PIN); // 设置设置PN2输出1
}","{'begin': {'line': 13, 'column': 1}, 'end': {'line': 23, 'column': 2}}",Application\Src\operation.c,"['初始', '初始化', 'ICM20602', '的', 'CS', '引脚', '，', '开启', '相关', '时钟', '，', '并', '配置', '为', '输出', '模式', '，', '最后', '将', 'PN2', '输出', '设置', '为', '1', '。']"
66,66,66,ADC0_Init,void,void ADC0_Init(),[],初始化ADC0外设，配置时钟、序列和中断。,"void ADC0_Init(void)
{
  MAP_SysCtlPeripheralEnable(SYSCTL_PERIPH_ADC0);
  while(!MAP_SysCtlPeripheralReady(SYSCTL_PERIPH_ADC0))
  {
  }
  MAP_SysCtlPeripheralEnable(SYSCTL_PERIPH_GPIOD);
  while(!MAP_SysCtlPeripheralReady(SYSCTL_PERIPH_GPIOD))
  {
  }
  
  MAP_GPIOPinTypeADC(GPIO_PORTD_BASE, GPIO_PIN_7);
  
  ADCClockConfigSet(ADC0_BASE, ADC_CLOCK_SRC_PLL | ADC_CLOCK_RATE_HALF, 30);    //480MHz/30=16MHz
  MAP_ADCSequenceConfigure(ADC0_BASE, 3, ADC_TRIGGER_ALWAYS, 0);
  MAP_ADCSequenceStepConfigure(ADC0_BASE, 3, 0, ADC_CTL_CH4 | ADC_CTL_IE | ADC_CTL_END);
  MAP_ADCSequenceEnable(ADC0_BASE, 3);
  
  MAP_ADCIntClear(ADC0_BASE, 3);
  MAP_ADCIntEnableEx(ADC0_BASE, ADC_INT_SS3);
  MAP_IntEnable(INT_ADC0SS3);
}","{'begin': {'line': 5, 'column': 1}, 'end': {'line': 26, 'column': 2}}",Drive\Src\Drv_adc.c,"['初始', '初始化', 'ADC0', '外设', '，', '配置', '时钟', '、', '序列', '和', '中断', '。']"
67,67,67,ADC0SS3_IRQHandler,void,void ADC0SS3_IRQHandler(),[],清除ADC0SS3中断标志并获取序列数据,"void ADC0SS3_IRQHandler(void)
{
  MAP_ADCIntClearEx(ADC0_BASE, ADC_INT_SS3);
  MAP_ADCSequenceDataGet(ADC0_BASE, 3, adc0_value);
}","{'begin': {'line': 28, 'column': 1}, 'end': {'line': 32, 'column': 2}}",Drive\Src\Drv_adc.c,"['清除', 'ADC0SS3', '中断', '标志', '并', '获取', '序列', '数据']"
68,68,68,Drv_Icm20602CSPin_Init,void,void Drv_Icm20602CSPin_Init(),[],初始化ICM20602的CS引脚，设置为输出模式并输出高电平,"void Drv_Icm20602CSPin_Init(void)
{
    MAP_SysCtlPeripheralEnable(ICM20602_CS_SYSCTL);          // 开启传感器CS引脚对应时钟 CS:PN2
    while(!(MAP_SysCtlPeripheralReady(ICM20602_CS_SYSCTL)))
    {
    }
    
    GPIOPinTypeGPIOOutput(ICM20602_CS_GPIO, ICM20602_CS_PIN);// 设置PN2模式为输出
    
    GPIOPinWrite(ICM20602_CS_GPIO, ICM20602_CS_PIN, ICM20602_CS_PIN); // 设置设置PN2输出1
}","{'begin': {'line': 13, 'column': 1}, 'end': {'line': 23, 'column': 2}}",Drive\Src\Drv_ak8975.c,"['初始', '初始化', 'ICM20602', '的', 'CS', '引脚', '，', '设置', '为', '输出', '模式', '并', '输出', '电平', '高电平']"
69,69,69,Drv_Icm20602CSPin_Init,void,void Drv_Icm20602CSPin_Init(),[],初始化ICM20602的CS引脚，开启相关时钟并设置输出模式为输出，最后将PN2输出设置为1,"void Drv_Icm20602CSPin_Init(void)
{
    MAP_SysCtlPeripheralEnable(ICM20602_CS_SYSCTL);          // 开启传感器CS引脚对应时钟 CS:PN2
    while(!(MAP_SysCtlPeripheralReady(ICM20602_CS_SYSCTL)))
    {
    }
    
    GPIOPinTypeGPIOOutput(ICM20602_CS_GPIO, ICM20602_CS_PIN);// 设置PN2模式为输出
    
    GPIOPinWrite(ICM20602_CS_GPIO, ICM20602_CS_PIN, ICM20602_CS_PIN); // 设置设置PN2输出1
}","{'begin': {'line': 13, 'column': 1}, 'end': {'line': 23, 'column': 2}}",Drive\Src\Drv_icm20602.c,"['初始', '初始化', 'ICM20602', '的', 'CS', '引脚', '，', '开启', '相关', '时钟', '并', '设置', '输出', '模式', '为', '输出', '，', '最后', '将', 'PN2', '输出', '设置', '为', '1']"
70,70,70,Drv_SPL06CSPin_Init,void,void Drv_SPL06CSPin_Init(),[],初始化SPL06 CSPin外设,"void Drv_SPL06CSPin_Init ( void )
{
    MAP_SysCtlPeripheralEnable(SPL06_CS_SYSCTL);
    while(!(MAP_SysCtlPeripheralReady(SPL06_CS_SYSCTL)))
    {
    }
    GPIOPinTypeGPIOOutput(SPL06_CS_GPIO, SPL06_CS_PIN);
    
    GPIOPinWrite(SPL06_CS_GPIO, SPL06_CS_PIN, SPL06_CS_PIN);
}","{'begin': {'line': 10, 'column': 1}, 'end': {'line': 19, 'column': 2}}",Drive\Src\Drv_spl06.c,"['初始', '初始化', 'SPL06', ' ', 'CSPin', '外设']"
71,71,71,inte_fix_filter,void,"void inte_fix_filter(float dT, int * data)","[{'name': 'dT', 'type': 'float'}, {'name': 'data', 'type': 'int *'}]",根据数据点数量和限制值处理滤波后的数据点,"void inte_fix_filter(float dT,_inte_fix_filter_st *data)
{
	float ei_lim_val;
	
	if(data->ei_limit>0)
	{		
		ei_lim_val = LIMIT(data->ei,-data->ei_limit,data->ei_limit);
	}
	else
	{
		ei_lim_val = data->ei;
	}	
	
	data->out = (data->in_est + ei_lim_val);
	
	data->e = data->fix_ki *(data->in_obs - data->out);

	data->ei += data->e *dT;

}","{'begin': {'line': 9, 'column': 1}, 'end': {'line': 28, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_api_ranging.c,"['根据', '数据', '点', '数量', '和', '限制', '值', '处理', '滤波', '后', '的', '数据', '点']"
72,72,72,fix_inte_filter,void,"void fix_inte_filter(float dT, int * data)","[{'name': 'dT', 'type': 'float'}, {'name': 'data', 'type': 'int *'}]",根据输入的dT和数据指针，更新滤波器参数，包括输出值、中间估计误差、真实误差和限制后的误差。,"void fix_inte_filter(float dT,_fix_inte_filter_st *data)
{
	
	data->out += (data->in_est_d + data->e ) *dT;
	
	data->e = data->fix_kp *(data->in_obs - data->out);

	if(data->e_limit>0)
	{		
		data->e = LIMIT(data->e,-data->e_limit,data->e_limit);
	}
	
}","{'begin': {'line': 30, 'column': 1}, 'end': {'line': 42, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_api_ranging.c,"['根据', '输入', '的', 'dT', '和', '数据', '指针', '，', '更新', '滤波', '滤波器', '参数', '，', '包括', '输出', '值', '、', '中间', '估计', '误差', '、', '真实', '误差', '和', '限制', '后', '的', '误差', '。']"
73,73,73,limit_filter,void,"void limit_filter(float T, float hz, int * data, float in)","[{'name': 'T', 'type': 'float'}, {'name': 'hz', 'type': 'float'}, {'name': 'data', 'type': 'int *'}, {'name': 'in', 'type': 'float'}]",对输入数据进行增量滤波，适合大噪声低滞后场景，收敛快。,"void limit_filter(float T,float hz,_lf_t *data,float in) //增量滤波，适合大噪声低滞后（无缝），收敛最快
{
	float abs_t;
// 	LPF_1(hz,T,	 in,&(data->lpf_1)); 
// 	abs_t = ABS(data->lpf_1);
// 	data->out = LIMIT(in,-abs_t,abs_t);
	LPF_1_(hz,T,	 in,(data->lpf_1)); 
 	abs_t = ABS(in);
	data->out = LIMIT((data->lpf_1),-abs_t,abs_t);
}","{'begin': {'line': 44, 'column': 1}, 'end': {'line': 53, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_api_ranging.c,"['对', '输入', '数据', '进行', '增量', '滤波', '，', '适合', '大', '噪声', '低', '滞后', '场景', '，', '收敛', '快', '。']"
74,74,74,limit_filter_2,void,"void limit_filter_2(float T, float hz, int * data, float in)","[{'name': 'T', 'type': 'float'}, {'name': 'hz', 'type': 'float'}, {'name': 'data', 'type': 'int *'}, {'name': 'in', 'type': 'float'}]",增量滤波，均衡，但滞后稍大，对数据进行反向等待低通反向处理,"void limit_filter_2(float T,float hz,_lf_t *data,float in) //增量滤波，均衡，但滞后稍大(数据反向等待低通反向)
{
	float abs_t;
	LPF_1_(hz,T,	 in,(data->lpf_1)); 
	abs_t = ABS(data->lpf_1);
	data->out = LIMIT(in,-abs_t,abs_t);
// 	LPF_1(hz,T,	 in,&(data->lpf_1)); 
//  	abs_t = ABS(in);
// 	data->out = LIMIT((data->lpf_1),-abs_t,abs_t);
}","{'begin': {'line': 55, 'column': 1}, 'end': {'line': 64, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_api_ranging.c,"['增量', '滤波', '，', '均衡', '，', '但', '滞后', '稍大', '，', '对', '数据', '进行', '反向', '等待', '低通', '反向', '处理']"
75,75,75,limit_filter_3,void,"void limit_filter_3(float T, float hz, int * data, float in)","[{'name': 'T', 'type': 'float'}, {'name': 'hz', 'type': 'float'}, {'name': 'data', 'type': 'int *'}, {'name': 'in', 'type': 'float'}]",增量滤波函数，适用于低噪声滞后较小且噪声大的情况，通过LPF_1_对数据进行滤波处理，并更新输出值和滤波器状态。,"void limit_filter_3(float T,float hz,_lf_t *data,float in) //增量滤波，适合低噪声滞后较小(等幅大噪声平行不收敛),噪声大收敛过慢
{
	float abs_t;
	LPF_1_(hz,T,	 in,(data->lpf_1)); 
	abs_t = ABS(in);
	data->out = data->lpf_1 = LIMIT((data->lpf_1),-abs_t,abs_t);

}","{'begin': {'line': 66, 'column': 1}, 'end': {'line': 73, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_api_ranging.c,"['增量', '滤波', '函数', '，', '适用', '于', '噪声', '低噪声', '滞后', '较小且', '噪声', '大', '的', '情况', '，', '通过', 'LPF', '_', '1', '_', '对', '数据', '进行', '滤波', '处理', '，', '并', '更新', '输出', '值', '和', '滤波', '滤波器', '状态', '。']"
76,76,76,steepest_descend,void,"void steepest_descend(int[] arr, int len, int * steepest, int step_num, int in)","[{'name': 'arr', 'type': 'int[]'}, {'name': 'len', 'type': 'int'}, {'name': 'steepest', 'type': 'int *'}, {'name': 'step_num', 'type': 'int'}, {'name': 'in', 'type': 'int'}]",计算数组中每一步最陡峭的下降方向，并更新最陡峭方向和速度。,"void steepest_descend(s32 arr[],u8 len,_steepest_st *steepest,u8 step_num,s32 in)
{	
	u8 updw = 1;//0 dw,1up
	s16 i;
	u8 step_cnt=0;
	u8 step_slope_factor=1;
	u8 on = 1;
	s8 pn = 1;
	//float last = 0;
	float step = 0;
	s32 start_point = 0;
	s32 pow_sum = 0;
	
	steepest->lst_out = steepest->now_out;
	
	if( ++(steepest->cnt) >= len )	
	{
		(steepest->cnt) = 0; //now
	}
	
	//last = arr[ (steepest->cnt) ];
	
	arr[ (steepest->cnt) ] = in;
	
	step = (float)(in - steepest->lst_out)/step_num ;//梯度
	
	if(ABS(step)<1)//整形数据<1的有效判定
	{
		if(ABS(step)*step_num<2)
		{
			step = 0;
		}
		else
		{
		  step = (step > 0) ? 1 : -1;
		}
	}
	
	start_point = steepest->lst_out;
	do
	{
		//start_point = steepest->lst_out;
		for(i=0;i<len;i++)
		{
// 			j = steepest->cnt + i + 1;
// 			if( j >= len )	
// 			{
// 				j = j - len; //顺序排列
// 			}
			pow_sum += my_pow(arr[i] - start_point );// /step_num;//除法减小比例**
			
			//start_point += pn *(step_slope_factor *step/len);
		}
			
		if(pow_sum - steepest->lst_pow_sum > 0)
		{		
			if(updw==0)
			{
				on = 0;
			}
			updw = 1;//上升了
			pn = (pn == 1 )? -1:1;

		}
		else
		{
			updw = 0; //正在下降
 			if(step_slope_factor<step_num)
 			{
 				step_slope_factor++;
 			}
		}
			
		steepest->lst_pow_sum = pow_sum;		
		pow_sum = 0;
		start_point += pn *step;//调整
		
		if(++step_cnt > step_num)//限制计算次数
		{
			on = 0;
		}
			//////
			if(step_slope_factor>=2)//限制下降次数1次，节省时间，但会增大滞后，若cpu时间充裕可不用。
			{
				on = 0;

			}
			//////
		
	}
	while(on==1);
	
	steepest->now_out = start_point ;//0.5f *(start_point + steepest->lst_out);//
	
	steepest->now_velocity_xdt = steepest->now_out - steepest->lst_out;
}","{'begin': {'line': 78, 'column': 1}, 'end': {'line': 173, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_api_ranging.c,"['计算', '数组', '中', '每', '一步', '最', '陡峭', '的', '下降', '方向', '，', '并', '更新', '最', '陡峭', '方向', '和', '速度', '。']"
77,77,77,fir_arrange_filter,void,"void fir_arrange_filter(float * arr, int len, int * fil_cnt, float in, float * arr_out)","[{'name': 'arr', 'type': 'float *'}, {'name': 'len', 'type': 'int'}, {'name': 'fil_cnt', 'type': 'int *'}, {'name': 'in', 'type': 'float'}, {'name': 'arr_out', 'type': 'float *'}]",对输入数组进行过滤和排列,"void fir_arrange_filter(float *arr,u16 len,u8 *fil_cnt,float in,float *arr_out) //len<=255 len >= 3
{
	//float arrange[len];
	float tmp;
	u8 i,j;
/*
窗口数据处理
*/		
	if( ++*fil_cnt >= len )	
	{
		*fil_cnt = 0; //now
	}
	
	arr[ *fil_cnt ] = in;
/*
窗口数据处理
*/	
	
/*
赋值、排列
*/	
	for(i=0;i<len;i++)
	{
		arr_out[i] = arr[i];
	}
	
	for(i=0;i<len-1;i++)
	{
		for(j=0;j<len-1-i;j++)
		{
			if(arr_out[j]>arr_out[j+1])
			{
				tmp = arr_out[j+1];
				arr_out[j+1] = arr_out[j];
				arr_out[j] = tmp;
			}
		}
	}
/*
赋值、排列
*/		
	

}","{'begin': {'line': 175, 'column': 1}, 'end': {'line': 218, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_api_ranging.c,"['对', '输入', '数组', '进行', '过滤', '和', '排列']"
78,78,78,Moving_Average,void,"void Moving_Average(float[] moavarray, int len, int * fil_cnt, float in, float * out)","[{'name': 'moavarray', 'type': 'float[]'}, {'name': 'len', 'type': 'int'}, {'name': 'fil_cnt', 'type': 'int *'}, {'name': 'in', 'type': 'float'}, {'name': 'out', 'type': 'float *'}]",计算滑动平均数，更新数组元素，并输出结果。,"void Moving_Average(float moavarray[],u16 len ,u16 *fil_cnt,float in,float *out)
{
	u16 width_num;
	float last;

	width_num = len ;
	
	if( ++*fil_cnt >= width_num )	
	{
		*fil_cnt = 0; //now
	}
	
	last = moavarray[ *fil_cnt ];
	
	moavarray[ *fil_cnt ] = in;
	
	*out += ( in - ( last  ) )/(float)( width_num ) ;
	//*out += 0.00001f *(in - *out);
	*out += 0.00001f *LIMIT((in - *out),-1,1);  //数据精度误差修正
	
}","{'begin': {'line': 223, 'column': 2}, 'end': {'line': 243, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_api_ranging.c,"['计算', '滑动', '平均', '均数', '平均数', '，', '更新', '数组', '元素', '，', '并', '输出', '结果', '。']"
79,79,79,LPF_1,void,"void LPF_1(float hz, float time, float in, float * out)","[{'name': 'hz', 'type': 'float'}, {'name': 'time', 'type': 'float'}, {'name': 'in', 'type': 'float'}, {'name': 'out', 'type': 'float *'}]",LPF_1函数用于低通滤波，输入频率、时间、输入值及输出值指针，计算并更新输出值。,"void LPF_1(float hz,float time,float in,float *out)  
{
	*out += ( 1 / ( 1 + 1 / ( hz *6.28f *time ) ) ) *( in - *out );

}","{'begin': {'line': 245, 'column': 1}, 'end': {'line': 249, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_api_ranging.c,"['LPF', '_', '1', '函数', '用于', '低', '滤波', '通滤波', '，', '输入', '频率', '、', '时间', '、', '输入', '值及', '输出', '值', '指针', '，', '计算', '并', '更新', '输出', '值', '。']"
