,Unnamed: 0,name,return_type,signature,params,summary,source_code,extent,file_path,sum_tokenize
645,645,stbi__resample_row_hv_2_simd,stbi_uc *,"stbi_uc * stbi__resample_row_hv_2_simd(stbi_uc * out, stbi_uc * in_near, stbi_uc * in_far, int w, int hs)","[{'name': 'out', 'type': 'stbi_uc *'}, {'name': 'in_near', 'type': 'stbi_uc *'}, {'name': 'in_far', 'type': 'stbi_uc *'}, {'name': 'w', 'type': 'int'}, {'name': 'hs', 'type': 'int'}]",使用SIMD进行双倍行重采样,"static stbi_uc *stbi__resample_row_hv_2_simd(stbi_uc *out, stbi_uc *in_near, stbi_uc *in_far, int w, int hs)
{
   // need to generate 2x2 samples for every one in input
   int i=0,t0,t1;

   if (w == 1) {
      out[0] = out[1] = stbi__div4(3*in_near[0] + in_far[0] + 2);
      return out;
   }

   t1 = 3*in_near[0] + in_far[0];
   // process groups of 8 pixels for as long as we can.
   // note we can't handle the last pixel in a row in this loop
   // because we need to handle the filter boundary conditions.
   for (; i < ((w-1) & ~7); i += 8) {
#if defined(STBI_SSE2)
      // load and perform the vertical filtering pass
      // this uses 3*x + y = 4*x + (y - x)
      __m128i zero  = _mm_setzero_si128();
      __m128i farb  = _mm_loadl_epi64((__m128i *) (in_far + i));
      __m128i nearb = _mm_loadl_epi64((__m128i *) (in_near + i));
      __m128i farw  = _mm_unpacklo_epi8(farb, zero);
      __m128i nearw = _mm_unpacklo_epi8(nearb, zero);
      __m128i diff  = _mm_sub_epi16(farw, nearw);
      __m128i nears = _mm_slli_epi16(nearw, 2);
      __m128i curr  = _mm_add_epi16(nears, diff); // current row

      // horizontal filter works the same based on shifted vers of current
      // row. ""prev"" is current row shifted right by 1 pixel; we need to
      // insert the previous pixel value (from t1).
      // ""next"" is current row shifted left by 1 pixel, with first pixel
      // of next block of 8 pixels added in.
      __m128i prv0 = _mm_slli_si128(curr, 2);
      __m128i nxt0 = _mm_srli_si128(curr, 2);
      __m128i prev = _mm_insert_epi16(prv0, t1, 0);
      __m128i next = _mm_insert_epi16(nxt0, 3*in_near[i+8] + in_far[i+8], 7);

      // horizontal filter, polyphase implementation since it's convenient:
      // even pixels = 3*cur + prev = cur*4 + (prev - cur)
      // odd  pixels = 3*cur + next = cur*4 + (next - cur)
      // note the shared term.
      __m128i bias  = _mm_set1_epi16(8);
      __m128i curs = _mm_slli_epi16(curr, 2);
      __m128i prvd = _mm_sub_epi16(prev, curr);
      __m128i nxtd = _mm_sub_epi16(next, curr);
      __m128i curb = _mm_add_epi16(curs, bias);
      __m128i even = _mm_add_epi16(prvd, curb);
      __m128i odd  = _mm_add_epi16(nxtd, curb);

      // interleave even and odd pixels, then undo scaling.
      __m128i int0 = _mm_unpacklo_epi16(even, odd);
      __m128i int1 = _mm_unpackhi_epi16(even, odd);
      __m128i de0  = _mm_srli_epi16(int0, 4);
      __m128i de1  = _mm_srli_epi16(int1, 4);

      // pack and write output
      __m128i outv = _mm_packus_epi16(de0, de1);
      _mm_storeu_si128((__m128i *) (out + i*2), outv);
#elif defined(STBI_NEON)
      // load and perform the vertical filtering pass
      // this uses 3*x + y = 4*x + (y - x)
      uint8x8_t farb  = vld1_u8(in_far + i);
      uint8x8_t nearb = vld1_u8(in_near + i);
      int16x8_t diff  = vreinterpretq_s16_u16(vsubl_u8(farb, nearb));
      int16x8_t nears = vreinterpretq_s16_u16(vshll_n_u8(nearb, 2));
      int16x8_t curr  = vaddq_s16(nears, diff); // current row

      // horizontal filter works the same based on shifted vers of current
      // row. ""prev"" is current row shifted right by 1 pixel; we need to
      // insert the previous pixel value (from t1).
      // ""next"" is current row shifted left by 1 pixel, with first pixel
      // of next block of 8 pixels added in.
      int16x8_t prv0 = vextq_s16(curr, curr, 7);
      int16x8_t nxt0 = vextq_s16(curr, curr, 1);
      int16x8_t prev = vsetq_lane_s16(t1, prv0, 0);
      int16x8_t next = vsetq_lane_s16(3*in_near[i+8] + in_far[i+8], nxt0, 7);

      // horizontal filter, polyphase implementation since it's convenient:
      // even pixels = 3*cur + prev = cur*4 + (prev - cur)
      // odd  pixels = 3*cur + next = cur*4 + (next - cur)
      // note the shared term.
      int16x8_t curs = vshlq_n_s16(curr, 2);
      int16x8_t prvd = vsubq_s16(prev, curr);
      int16x8_t nxtd = vsubq_s16(next, curr);
      int16x8_t even = vaddq_s16(curs, prvd);
      int16x8_t odd  = vaddq_s16(curs, nxtd);

      // undo scaling and round, then store with even/odd phases interleaved
      uint8x8x2_t o;
      o.val[0] = vqrshrun_n_s16(even, 4);
      o.val[1] = vqrshrun_n_s16(odd,  4);
      vst2_u8(out + i*2, o);
#endif

      // ""previous"" value for next iter
      t1 = 3*in_near[i+7] + in_far[i+7];
   }

   t0 = t1;
   t1 = 3*in_near[i] + in_far[i];
   out[i*2] = stbi__div16(3*t1 + t0 + 8);

   for (++i; i < w; ++i) {
      t0 = t1;
      t1 = 3*in_near[i]+in_far[i];
      out[i*2-1] = stbi__div16(3*t0 + t1 + 8);
      out[i*2  ] = stbi__div16(3*t1 + t0 + 8);
   }
   out[w*2-1] = stbi__div4(t1+2);

   STBI_NOTUSED(hs);

   return out;
}","{'begin': {'line': 3530, 'column': 1}, 'end': {'line': 3643, 'column': 2}}",show_image.c,"['使用', 'SIMD', '进行', '双倍', '行重', '采样']"
646,646,stbi__bitreverse16,int,int stbi__bitreverse16(int n),"[{'name': 'n', 'type': 'int'}]",反转16位整数的比特位,"static int stbi__bitreverse16(int n)
{
  n = ((n & 0xAAAA) >>  1) | ((n & 0x5555) << 1);
  n = ((n & 0xCCCC) >>  2) | ((n & 0x3333) << 2);
  n = ((n & 0xF0F0) >>  4) | ((n & 0x0F0F) << 4);
  n = ((n & 0xFF00) >>  8) | ((n & 0x00FF) << 8);
  return n;
}","{'begin': {'line': 4107, 'column': 13}, 'end': {'line': 4114, 'column': 2}}",show_image.c,"['反转', '16', '位', '整数', '的', '比特', '位']"
647,647,stbi__bit_reverse,int,"int stbi__bit_reverse(int v, int bits)","[{'name': 'v', 'type': 'int'}, {'name': 'bits', 'type': 'int'}]",按指定位数反转二进制位,"static int stbi__bit_reverse(int v, int bits)
{
   STBI_ASSERT(bits <= 16);
   // to bit reverse n bits, reverse 16 and shift
   // e.g. 11 bits, bit reverse and shift away 5
   return stbi__bitreverse16(v) >> (16-bits);
}","{'begin': {'line': 4116, 'column': 13}, 'end': {'line': 4122, 'column': 2}}",show_image.c,"['按', '指定', '位数', '反转', '进制', '二进制', '二进制位']"
648,648,stbi__zbuild_huffman,int,"int stbi__zbuild_huffman(stbi__zhuffman * z, const stbi_uc * sizelist, int num)","[{'name': 'z', 'type': 'stbi__zhuffman *'}, {'name': 'sizelist', 'type': 'const stbi_uc *'}, {'name': 'num', 'type': 'int'}]",构建哈夫曼解码表用于数据解压,"static int stbi__zbuild_huffman(stbi__zhuffman *z, const stbi_uc *sizelist, int num)
{
   int i,k=0;
   int code, next_code[16], sizes[17];

   // DEFLATE spec for generating codes
   memset(sizes, 0, sizeof(sizes));
   memset(z->fast, 0, sizeof(z->fast));
   for (i=0; i < num; ++i)
      ++sizes[sizelist[i]];
   sizes[0] = 0;
   for (i=1; i < 16; ++i)
      if (sizes[i] > (1 << i))
         return stbi__err(""bad sizes"", ""Corrupt PNG"");
   code = 0;
   for (i=1; i < 16; ++i) {
      next_code[i] = code;
      z->firstcode[i] = (stbi__uint16) code;
      z->firstsymbol[i] = (stbi__uint16) k;
      code = (code + sizes[i]);
      if (sizes[i])
         if (code-1 >= (1 << i)) return stbi__err(""bad codelengths"",""Corrupt PNG"");
      z->maxcode[i] = code << (16-i); // preshift for inner loop
      code <<= 1;
      k += sizes[i];
   }
   z->maxcode[16] = 0x10000; // sentinel
   for (i=0; i < num; ++i) {
      int s = sizelist[i];
      if (s) {
         int c = next_code[s] - z->firstcode[s] + z->firstsymbol[s];
         stbi__uint16 fastv = (stbi__uint16) ((s << 9) | i);
         z->size [c] = (stbi_uc     ) s;
         z->value[c] = (stbi__uint16) i;
         if (s <= STBI__ZFAST_BITS) {
            int j = stbi__bit_reverse(next_code[s],s);
            while (j < (1 << STBI__ZFAST_BITS)) {
               z->fast[j] = fastv;
               j += (1 << s);
            }
         }
         ++next_code[s];
      }
   }
   return 1;
}","{'begin': {'line': 4124, 'column': 1}, 'end': {'line': 4169, 'column': 2}}",show_image.c,"['构建', '夫曼', '哈夫曼', '解码', '表', '用于', '数据', '解压']"
649,649,stbi__resample_row_generic,stbi_uc *,"stbi_uc * stbi__resample_row_generic(stbi_uc * out, stbi_uc * in_near, stbi_uc * in_far, int w, int hs)","[{'name': 'out', 'type': 'stbi_uc *'}, {'name': 'in_near', 'type': 'stbi_uc *'}, {'name': 'in_far', 'type': 'stbi_uc *'}, {'name': 'w', 'type': 'int'}, {'name': 'hs', 'type': 'int'}]",使用最近邻插值对图像行进行水平重采样,"static stbi_uc *stbi__resample_row_generic(stbi_uc *out, stbi_uc *in_near, stbi_uc *in_far, int w, int hs)
{
   // resample with nearest-neighbor
   int i,j;
   STBI_NOTUSED(in_far);
   for (i=0; i < w; ++i)
      for (j=0; j < hs; ++j)
         out[i*hs+j] = in_near[i];
   return out;
}","{'begin': {'line': 3646, 'column': 1}, 'end': {'line': 3655, 'column': 2}}",show_image.c,"['使用', '最近', '邻', '插值', '对', '图像', '行', '进行', '水平', '重', '采样']"
650,650,stbi__YCbCr_to_RGB_row,void,"void stbi__YCbCr_to_RGB_row(stbi_uc * out, const stbi_uc * y, const stbi_uc * pcb, const stbi_uc * pcr, int count, int step)","[{'name': 'out', 'type': 'stbi_uc *'}, {'name': 'y', 'type': 'const stbi_uc *'}, {'name': 'pcb', 'type': 'const stbi_uc *'}, {'name': 'pcr', 'type': 'const stbi_uc *'}, {'name': 'count', 'type': 'int'}, {'name': 'step', 'type': 'int'}]",将YCbCr行数据转换为RGB格式,"static void stbi__YCbCr_to_RGB_row(stbi_uc *out, const stbi_uc *y, const stbi_uc *pcb, const stbi_uc *pcr, int count, int step)
{
   int i;
   for (i=0; i < count; ++i) {
      int y_fixed = (y[i] << 20) + (1<<19); // rounding
      int r,g,b;
      int cr = pcr[i] - 128;
      int cb = pcb[i] - 128;
      r = y_fixed +  cr* stbi__float2fixed(1.40200f);
      g = y_fixed + (cr*-stbi__float2fixed(0.71414f)) + ((cb*-stbi__float2fixed(0.34414f)) & 0xffff0000);
      b = y_fixed                                     +   cb* stbi__float2fixed(1.77200f);
      r >>= 20;
      g >>= 20;
      b >>= 20;
      if ((unsigned) r > 255) { if (r < 0) r = 0; else r = 255; }
      if ((unsigned) g > 255) { if (g < 0) g = 0; else g = 255; }
      if ((unsigned) b > 255) { if (b < 0) b = 0; else b = 255; }
      out[0] = (stbi_uc)r;
      out[1] = (stbi_uc)g;
      out[2] = (stbi_uc)b;
      out[3] = 255;
      out += step;
   }
}","{'begin': {'line': 3660, 'column': 1}, 'end': {'line': 3683, 'column': 2}}",show_image.c,"['将', 'YCbCr', '行', '数据', '转换', '为', 'RGB', '格式']"
651,651,stbi__zeof,int,int stbi__zeof(stbi__zbuf * z),"[{'name': 'z', 'type': 'stbi__zbuf *'}]",通过比较缓冲区指针与结束位置，检测Z缓冲区是否已读取完毕,"static int stbi__zeof(stbi__zbuf *z)
{
   return (z->zbuffer >= z->zbuffer_end);
}","{'begin': {'line': 4192, 'column': 13}, 'end': {'line': 4195, 'column': 2}}",show_image.c,"['通过', '比较', '缓冲', '缓冲区', '指针', '与', '结束', '位置', '，', '检测', 'Z', '缓冲', '缓冲区', '是否', '已', '读取', '完毕']"
652,652,stbi__zget8,stbi_uc,stbi_uc stbi__zget8(stbi__zbuf * z),"[{'name': 'z', 'type': 'stbi__zbuf *'}]",从缓冲区读取下一个字节，若结束返回0,"static stbi_uc stbi__zget8(stbi__zbuf *z)
{
   return stbi__zeof(z) ? 0 : *z->zbuffer++;
}","{'begin': {'line': 4197, 'column': 13}, 'end': {'line': 4200, 'column': 2}}",show_image.c,"['从', '缓冲', '缓冲区', '读取', '下', '一个', '字节', '，', '若', '结束', '返回', '0']"
653,653,stbi__YCbCr_to_RGB_simd,void,"void stbi__YCbCr_to_RGB_simd(stbi_uc * out, const stbi_uc * y, const stbi_uc * pcb, const stbi_uc * pcr, int count, int step)","[{'name': 'out', 'type': 'stbi_uc *'}, {'name': 'y', 'type': 'const stbi_uc *'}, {'name': 'pcb', 'type': 'const stbi_uc *'}, {'name': 'pcr', 'type': 'const stbi_uc *'}, {'name': 'count', 'type': 'int'}, {'name': 'step', 'type': 'int'}]",使用SIMD优化将YCbCr转换为RGB，支持SSE2和NEON。,"static void stbi__YCbCr_to_RGB_simd(stbi_uc *out, stbi_uc const *y, stbi_uc const *pcb, stbi_uc const *pcr, int count, int step)
{
   int i = 0;

#ifdef STBI_SSE2
   // step == 3 is pretty ugly on the final interleave, and i'm not convinced
   // it's useful in practice (you wouldn't use it for textures, for example).
   // so just accelerate step == 4 case.
   if (step == 4) {
      // this is a fairly straightforward implementation and not super-optimized.
      __m128i signflip  = _mm_set1_epi8(-0x80);
      __m128i cr_const0 = _mm_set1_epi16(   (short) ( 1.40200f*4096.0f+0.5f));
      __m128i cr_const1 = _mm_set1_epi16( - (short) ( 0.71414f*4096.0f+0.5f));
      __m128i cb_const0 = _mm_set1_epi16( - (short) ( 0.34414f*4096.0f+0.5f));
      __m128i cb_const1 = _mm_set1_epi16(   (short) ( 1.77200f*4096.0f+0.5f));
      __m128i y_bias = _mm_set1_epi8((char) (unsigned char) 128);
      __m128i xw = _mm_set1_epi16(255); // alpha channel

      for (; i+7 < count; i += 8) {
         // load
         __m128i y_bytes = _mm_loadl_epi64((__m128i *) (y+i));
         __m128i cr_bytes = _mm_loadl_epi64((__m128i *) (pcr+i));
         __m128i cb_bytes = _mm_loadl_epi64((__m128i *) (pcb+i));
         __m128i cr_biased = _mm_xor_si128(cr_bytes, signflip); // -128
         __m128i cb_biased = _mm_xor_si128(cb_bytes, signflip); // -128

         // unpack to short (and left-shift cr, cb by 8)
         __m128i yw  = _mm_unpacklo_epi8(y_bias, y_bytes);
         __m128i crw = _mm_unpacklo_epi8(_mm_setzero_si128(), cr_biased);
         __m128i cbw = _mm_unpacklo_epi8(_mm_setzero_si128(), cb_biased);

         // color transform
         __m128i yws = _mm_srli_epi16(yw, 4);
         __m128i cr0 = _mm_mulhi_epi16(cr_const0, crw);
         __m128i cb0 = _mm_mulhi_epi16(cb_const0, cbw);
         __m128i cb1 = _mm_mulhi_epi16(cbw, cb_const1);
         __m128i cr1 = _mm_mulhi_epi16(crw, cr_const1);
         __m128i rws = _mm_add_epi16(cr0, yws);
         __m128i gwt = _mm_add_epi16(cb0, yws);
         __m128i bws = _mm_add_epi16(yws, cb1);
         __m128i gws = _mm_add_epi16(gwt, cr1);

         // descale
         __m128i rw = _mm_srai_epi16(rws, 4);
         __m128i bw = _mm_srai_epi16(bws, 4);
         __m128i gw = _mm_srai_epi16(gws, 4);

         // back to byte, set up for transpose
         __m128i brb = _mm_packus_epi16(rw, bw);
         __m128i gxb = _mm_packus_epi16(gw, xw);

         // transpose to interleave channels
         __m128i t0 = _mm_unpacklo_epi8(brb, gxb);
         __m128i t1 = _mm_unpackhi_epi8(brb, gxb);
         __m128i o0 = _mm_unpacklo_epi16(t0, t1);
         __m128i o1 = _mm_unpackhi_epi16(t0, t1);

         // store
         _mm_storeu_si128((__m128i *) (out + 0), o0);
         _mm_storeu_si128((__m128i *) (out + 16), o1);
         out += 32;
      }
   }
#endif

#ifdef STBI_NEON
   // in this version, step=3 support would be easy to add. but is there demand?
   if (step == 4) {
      // this is a fairly straightforward implementation and not super-optimized.
      uint8x8_t signflip = vdup_n_u8(0x80);
      int16x8_t cr_const0 = vdupq_n_s16(   (short) ( 1.40200f*4096.0f+0.5f));
      int16x8_t cr_const1 = vdupq_n_s16( - (short) ( 0.71414f*4096.0f+0.5f));
      int16x8_t cb_const0 = vdupq_n_s16( - (short) ( 0.34414f*4096.0f+0.5f));
      int16x8_t cb_const1 = vdupq_n_s16(   (short) ( 1.77200f*4096.0f+0.5f));

      for (; i+7 < count; i += 8) {
         // load
         uint8x8_t y_bytes  = vld1_u8(y + i);
         uint8x8_t cr_bytes = vld1_u8(pcr + i);
         uint8x8_t cb_bytes = vld1_u8(pcb + i);
         int8x8_t cr_biased = vreinterpret_s8_u8(vsub_u8(cr_bytes, signflip));
         int8x8_t cb_biased = vreinterpret_s8_u8(vsub_u8(cb_bytes, signflip));

         // expand to s16
         int16x8_t yws = vreinterpretq_s16_u16(vshll_n_u8(y_bytes, 4));
         int16x8_t crw = vshll_n_s8(cr_biased, 7);
         int16x8_t cbw = vshll_n_s8(cb_biased, 7);

         // color transform
         int16x8_t cr0 = vqdmulhq_s16(crw, cr_const0);
         int16x8_t cb0 = vqdmulhq_s16(cbw, cb_const0);
         int16x8_t cr1 = vqdmulhq_s16(crw, cr_const1);
         int16x8_t cb1 = vqdmulhq_s16(cbw, cb_const1);
         int16x8_t rws = vaddq_s16(yws, cr0);
         int16x8_t gws = vaddq_s16(vaddq_s16(yws, cb0), cr1);
         int16x8_t bws = vaddq_s16(yws, cb1);

         // undo scaling, round, convert to byte
         uint8x8x4_t o;
         o.val[0] = vqrshrun_n_s16(rws, 4);
         o.val[1] = vqrshrun_n_s16(gws, 4);
         o.val[2] = vqrshrun_n_s16(bws, 4);
         o.val[3] = vdup_n_u8(255);

         // store, interleaving r/g/b/a
         vst4_u8(out, o);
         out += 8*4;
      }
   }
#endif

   for (; i < count; ++i) {
      int y_fixed = (y[i] << 20) + (1<<19); // rounding
      int r,g,b;
      int cr = pcr[i] - 128;
      int cb = pcb[i] - 128;
      r = y_fixed + cr* stbi__float2fixed(1.40200f);
      g = y_fixed + cr*-stbi__float2fixed(0.71414f) + ((cb*-stbi__float2fixed(0.34414f)) & 0xffff0000);
      b = y_fixed                                   +   cb* stbi__float2fixed(1.77200f);
      r >>= 20;
      g >>= 20;
      b >>= 20;
      if ((unsigned) r > 255) { if (r < 0) r = 0; else r = 255; }
      if ((unsigned) g > 255) { if (g < 0) g = 0; else g = 255; }
      if ((unsigned) b > 255) { if (b < 0) b = 0; else b = 255; }
      out[0] = (stbi_uc)r;
      out[1] = (stbi_uc)g;
      out[2] = (stbi_uc)b;
      out[3] = 255;
      out += step;
   }
}","{'begin': {'line': 3686, 'column': 1}, 'end': {'line': 3817, 'column': 2}}",show_image.c,"['使用', 'SIMD', '优化', '将', 'YCbCr', '转换', '为', 'RGB', '，', '支持', 'SSE2', '和', 'NEON', '。']"
654,654,stbi__fill_bits,void,void stbi__fill_bits(stbi__zbuf * z),"[{'name': 'z', 'type': 'stbi__zbuf *'}]",填充位缓冲区，确保足够解码位数,"static void stbi__fill_bits(stbi__zbuf *z)
{
   do {
      if (z->code_buffer >= (1U << z->num_bits)) {
        z->zbuffer = z->zbuffer_end;  /* treat this as EOF so we fail. */
        return;
      }
      z->code_buffer |= (unsigned int) stbi__zget8(z) << z->num_bits;
      z->num_bits += 8;
   } while (z->num_bits <= 24);
}","{'begin': {'line': 4202, 'column': 1}, 'end': {'line': 4212, 'column': 2}}",show_image.c,"['填充', '位', '缓冲', '缓冲区', '，', '确保', '足够', '解码', '位数']"
655,655,stbi__zreceive,unsigned int,"unsigned int stbi__zreceive(stbi__zbuf * z, int n)","[{'name': 'z', 'type': 'stbi__zbuf *'}, {'name': 'n', 'type': 'int'}]",从压缩数据流接收n位数据,"static unsigned int stbi__zreceive(stbi__zbuf *z, int n)
{
   unsigned int k;
   if (z->num_bits < n) stbi__fill_bits(z);
   k = z->code_buffer & ((1 << n) - 1);
   z->code_buffer >>= n;
   z->num_bits -= n;
   return k;
}","{'begin': {'line': 4214, 'column': 13}, 'end': {'line': 4222, 'column': 2}}",show_image.c,"['从', '压缩', '数据', '数据流', '接收', 'n', '位', '数据']"
656,656,stbi__zhuffman_decode_slowpath,int,"int stbi__zhuffman_decode_slowpath(stbi__zbuf * a, stbi__zhuffman * z)","[{'name': 'a', 'type': 'stbi__zbuf *'}, {'name': 'z', 'type': 'stbi__zhuffman *'}]",通过慢路径解码霍夫曼编码，处理超出快速表的情况,"static int stbi__zhuffman_decode_slowpath(stbi__zbuf *a, stbi__zhuffman *z)
{
   int b,s,k;
   // not resolved by fast table, so compute it the slow way
   // use jpeg approach, which requires MSbits at top
   k = stbi__bit_reverse(a->code_buffer, 16);
   for (s=STBI__ZFAST_BITS+1; ; ++s)
      if (k < z->maxcode[s])
         break;
   if (s >= 16) return -1; // invalid code!
   // code size is s, so:
   b = (k >> (16-s)) - z->firstcode[s] + z->firstsymbol[s];
   if (b >= STBI__ZNSYMS) return -1; // some data was corrupt somewhere!
   if (z->size[b] != s) return -1;  // was originally an assert, but report failure instead.
   a->code_buffer >>= s;
   a->num_bits -= s;
   return z->value[b];
}","{'begin': {'line': 4224, 'column': 1}, 'end': {'line': 4241, 'column': 2}}",show_image.c,"['通过', '慢', '路径', '解码', '夫曼', '霍夫曼', '编码', '，', '处理', '超出', '快速', '表', '的', '情况']"
657,657,stbi__setup_jpeg,void,void stbi__setup_jpeg(stbi__jpeg * j),"[{'name': 'j', 'type': 'stbi__jpeg *'}]",配置JPEG解码器函数指针，支持硬件优化。,"static void stbi__setup_jpeg(stbi__jpeg *j)
{
   j->idct_block_kernel = stbi__idct_block;
   j->YCbCr_to_RGB_kernel = stbi__YCbCr_to_RGB_row;
   j->resample_row_hv_2_kernel = stbi__resample_row_hv_2;

#ifdef STBI_SSE2
   if (stbi__sse2_available()) {
      j->idct_block_kernel = stbi__idct_simd;
      j->YCbCr_to_RGB_kernel = stbi__YCbCr_to_RGB_simd;
      j->resample_row_hv_2_kernel = stbi__resample_row_hv_2_simd;
   }
#endif

#ifdef STBI_NEON
   j->idct_block_kernel = stbi__idct_simd;
   j->YCbCr_to_RGB_kernel = stbi__YCbCr_to_RGB_simd;
   j->resample_row_hv_2_kernel = stbi__resample_row_hv_2_simd;
#endif
}","{'begin': {'line': 3821, 'column': 1}, 'end': {'line': 3840, 'column': 2}}",show_image.c,"['配置', 'JPEG', '解码', '码器', '解码器', '函数', '指针', '函数指针', '，', '支持', '硬件', '优化', '。']"
658,658,stbi__zhuffman_decode,int,"int stbi__zhuffman_decode(stbi__zbuf * a, stbi__zhuffman * z)","[{'name': 'a', 'type': 'stbi__zbuf *'}, {'name': 'z', 'type': 'stbi__zhuffman *'}]",使用快速表解码霍夫曼编码，失败时调用慢速路径,"static int stbi__zhuffman_decode(stbi__zbuf *a, stbi__zhuffman *z)
{
   int b,s;
   if (a->num_bits < 16) {
      if (stbi__zeof(a)) {
         if (!a->hit_zeof_once) {
            // This is the first time we hit eof, insert 16 extra padding btis
            // to allow us to keep going; if we actually consume any of them
            // though, that is invalid data. This is caught later.
            a->hit_zeof_once = 1;
            a->num_bits += 16; // add 16 implicit zero bits
         } else {
            // We already inserted our extra 16 padding bits and are again
            // out, this stream is actually prematurely terminated.
            return -1;
         }
      } else {
         stbi__fill_bits(a);
      }
   }
   b = z->fast[a->code_buffer & STBI__ZFAST_MASK];
   if (b) {
      s = b >> 9;
      a->code_buffer >>= s;
      a->num_bits -= s;
      return b & 511;
   }
   return stbi__zhuffman_decode_slowpath(a, z);
}","{'begin': {'line': 4243, 'column': 13}, 'end': {'line': 4271, 'column': 2}}",show_image.c,"['使用', '快速', '表', '解码', '夫曼', '霍夫曼', '编码', '，', '失败', '时', '调用', '慢速', '路径']"
659,659,stbi__cleanup_jpeg,void,void stbi__cleanup_jpeg(stbi__jpeg * j),"[{'name': 'j', 'type': 'stbi__jpeg *'}]",释放JPEG解码后的组件资源,"static void stbi__cleanup_jpeg(stbi__jpeg *j)
{
   stbi__free_jpeg_components(j, j->s->img_n, 0);
}","{'begin': {'line': 3843, 'column': 1}, 'end': {'line': 3846, 'column': 2}}",show_image.c,"['释放', 'JPEG', '解码', '后', '的', '组件', '资源']"
660,660,stbi__blinn_8x8,stbi_uc,"stbi_uc stbi__blinn_8x8(stbi_uc x, stbi_uc y)","[{'name': 'x', 'type': 'stbi_uc'}, {'name': 'y', 'type': 'stbi_uc'}]",通过乘法和位移实现8位颜色快速混合,"static stbi_uc stbi__blinn_8x8(stbi_uc x, stbi_uc y)
{
   unsigned int t = x*y + 128;
   return (stbi_uc) ((t + (t >>8)) >> 8);
}","{'begin': {'line': 3859, 'column': 1}, 'end': {'line': 3863, 'column': 2}}",show_image.c,"['通过', '乘法', '和', '位移', '实现', '8', '位', '颜色', '快速', '混合']"
